Hotel ID,Hotel Name,Website URL,Status
239,Aston Gorontalo Hotel & Villas,https://www.astonhotelsinternational.com/en/hotel/view/88/aston-gorontalo-hotel---villas,Success
240,"Aston Panorama Hotel (La Habana, Cuba)",,Failed
241,"Aston Costa Verde Beach Resort (Holguín, Cuba)",https://www.astonhotelsinternational.com/en/hotel/view/87/aston-costa-verde-beach-resort,Success
242,Grand Aston La Habana,https://www.astonhotelsinternational.com/en/hotel/view/86/grand-aston-la-habana,Success
243,Royal Malioboro,https://www.astonhotelsinternational.com/en/hotel/view/78/royal-malioboro,Success
244,"Aston Inn Ajyad (Makkah, Saudi Arabia)",,Failed
245,Aston City Samama Executive Apartments,,Failed
246,"Jabal Omar The Royal Alana (Makkah, Saudi Arabia)",,Failed
247,"Jabal Omar The Alana (Makkah, Saudi Arabia)",,Failed
248,Kamuela Lagoi Bay Villas - Bintan,https://www.kamuelavillas.com/en/villa/view/5/kamuela-villas-lagoi-bay-bintan,Failed
