Hotel ID,Hotel Name,Website URL,Status
249,Grand Aston Cayo Paredón Beach Resort,https://www.astonhotelsinternational.com/en/hotel/view/95/grand-aston-cayo-paredon-beach-resort,Success
251,Aston Inn Jemursari,https://www.astonhotelsinternational.com/en/hotel/view/93/aston-inn-jemursari,Success
253,Quest Hotel Prime Pemuda - Semarang,https://www.questhotels.com/en/hotel/view/11/quest-prime-pemuda---semarang,Failed
254,Grand Aston Puncak,https://www.astonhotelsinternational.com/en/hotel/view/71/grand-aston-puncak-hotel---resort,Success
255,Hotel Neo Gading - Solo,https://www.neohotels.com/en/hotel/view/69/hotel-neo-gading-solo,Success
256,The Alana Hotel Malang,https://www.alanahotels.com/en/hotel/view/6/the-alana-hotel-malang,Success
257,Aston Mojokerto Hotel & Conference Center,https://www.astonhotelsinternational.com/en/hotel/view/105/aston-mojokerto-hotel---conference-center,Success
258,Aston Nagoya City Hotel,https://www.astonhotelsinternational.com/en/hotel/view/103/aston-nagoya-city-hotel,Success
259,favehotel Nagoya - Batam,https://www.favehotels.com/en/hotel/view/65/favehotel-nagoya---batam,Success
260,favehotel Kediri,https://www.favehotels.com/en/hotel/view/53/favehotel-kediri,Success
274,Aston Costa Verde Beach Resort - Cuba,,Failed
275,Aston Inn Cilacap,https://www.astonhotelsinternational.com/en/hotel/view/102/aston-inn-cilacap,Success
276,Aston Bintaro Hotel & Conference Center,https://www.astonhotelsinternational.com/en/hotel/view/116/aston-bintaro-hotel---conference-center,Success
277,Aston Palu Hotel & Conference Center,https://www.astonhotelsinternational.com/en/hotel/view/47/aston-palu-hotel---conference-center,Success
278,Aston Inn Blitar,,Failed
279,Aston Serang Hotel & Convention Center,https://www.astonhotelsinternational.com/en/hotel/view/108/aston-serang-hotel---convention-center,Success
280,Aston Inn Kertajati,,Failed
281,favehotel Jember,,Failed
282,favehotel Nganjuk,,Failed
283,favehotel Royal Sudirman - Lumajang,,Failed
284,favehotel Lampung,,Failed
285,Surabaya Suites Hotel Powered by Archipelago,http://surabayasuites.com/,Success
305,Aston Sorong  Hotel & Conference Center,https://www.astonhotelsinternational.com/en/hotel/view/101/aston-sorong-hotel---conference-center,Success
309,Harper Banjarmasin - Kalimantan,https://www.harperhotels.com/en/hotel/view/47/harper-banjarmasin,Success
310,Aston nha trang city hotel,,Failed
322,Alron Hotel Kuta,,Failed
351,The Royal Alana Sentani Jayapura,,Failed
355,Aston Inn Tasikmalaya,https://www.astonhotelsinternational.com/en/hotel/view/110/aston-inn-tasikmalaya,Success
371,OCEAN BEACH RESORT & SPA - ASTON COLLECTION HOTELS,,Failed
421,Harper Premier Nagoya Batam,https://www.harperhotels.com/en/hotel/view/17/harper-premier-nagoya-batam,Success
429,Aston Inn Rembang,,Failed
434,Hotel Neo+ Airport - Jakarta,,Failed
436,Aston Rubi City Suites,https://www.astonhotelsinternational.com/en/hotel/view/118/aston-rubi-city-suites,Success
,,,
Summary,Total Hotels: 277,Empty Website Links: 20,Check Date: 2024-12-14 11:18:34
